secs,pods
51,1061
51,1062
51,1063
51,1064
51,1065
51,1066
51,1067
51,1068
52,1069
52,1070
52,1071
52,1072
52,1073
52,1074
52,1075
52,1076
52,1077
52,1078
52,1079
52,1080
52,1081
52,1082
52,1083
52,1084
52,1085
52,1086
52,1087
52,1088
53,1089
53,1090
53,1091
53,1092
53,1093
53,1094
53,1095
53,1096
53,1097
53,1098
53,1099
53,1100
53,1101
53,1102
53,1103
53,1104
53,1105
53,1106
53,1107
53,1108
53,1109
54,1110
54,1111
54,1112
54,1113
54,1114
54,1115
54,1116
54,1117
54,1118
54,1119
54,1120
54,1121
54,1122
54,1123
54,1124
54,1125
54,1126
54,1127
54,1128
54,1129
55,1130
55,1131
55,1132
55,1133
55,1134
55,1135
55,1136
55,1137
55,1138
55,1139
55,1140
55,1141
55,1142
55,1143
55,1144
55,1145
55,1146
55,1147
55,1148
55,1149
56,1150
56,1151
56,1152
56,1153
56,1154
56,1155
56,1156
56,1157
56,1158
56,1159
56,1160
56,1161
56,1162
56,1163
56,1164
56,1165
56,1166
56,1167
56,1168
56,1169
57,1170
57,1171
57,1172
57,1173
57,1174
57,1175
57,1176
57,1177
57,1178
57,1179
57,1180
57,1181
57,1182
57,1183
57,1184
57,1185
57,1186
57,1187
57,1188
57,1189
58,1190
58,1191
58,1192
58,1193
58,1194
58,1195
58,1196
58,1197
58,1198
58,1199
58,1200
58,1201
58,1202
58,1203
58,1204
58,1205
58,1206
58,1207
58,1208
58,1209
59,1210
59,1211
59,1212
59,1213
59,1214
59,1215
59,1216
59,1217
59,1218
59,1219
59,1220
59,1221
59,1222
59,1223
59,1224
59,1225
59,1226
59,1227
59,1228
59,1229
60,1230
60,1231
60,1232
60,1233
60,1234
60,1235
60,1236
60,1237
60,1238
60,1239
60,1240
60,1241
60,1242
60,1243
60,1244
60,1245
60,1246
60,1247
60,1248
60,1249
61,1250
61,1251
61,1252
61,1253
61,1254
61,1255
61,1256
61,1257
61,1258
61,1259
61,1260
61,1261
61,1262
61,1263
61,1264
61,1265
61,1266
61,1267
61,1268
61,1269
62,1270
62,1271
62,1272
62,1273
62,1274
62,1275
62,1276
62,1277
62,1278
62,1279
62,1280
62,1281
62,1282
62,1283
62,1284
62,1285
62,1286
62,1287
62,1288
62,1289
63,1290
63,1291
63,1292
63,1293
63,1294
63,1295
63,1296
63,1297
63,1298
63,1299
63,1300
63,1301
63,1302
63,1303
63,1304
63,1305
63,1306
63,1307
63,1308
63,1309
64,1310
64,1311
64,1312
64,1313
64,1314
64,1315
64,1316
64,1317
64,1318
64,1319
64,1320
64,1321
64,1322
64,1323
64,1324
64,1325
64,1326
64,1327
64,1328
64,1329
65,1330
65,1331
65,1332
65,1333
65,1334
65,1335
65,1336
65,1337
65,1338
65,1339
65,1340
65,1341
65,1342
65,1343
65,1344
65,1345
65,1346
65,1347
65,1348
65,1349
66,1350
66,1351
66,1352
66,1353
66,1354
66,1355
66,1356
66,1357
66,1358
66,1359
66,1360
66,1361
66,1362
66,1363
66,1364
66,1365
66,1366
66,1367
66,1368
66,1369
67,1370
67,1371
67,1372
67,1373
67,1374
67,1375
67,1376
67,1377
67,1378
67,1379
67,1380
67,1381
67,1382
67,1383
67,1384
67,1385
67,1386
67,1387
67,1388
67,1389
68,1390
68,1391
68,1392
68,1393
68,1394
68,1395
68,1396
68,1397
68,1398
68,1399
68,1400
68,1401
68,1402
68,1403
68,1404
68,1405
68,1406
68,1407
68,1408
68,1409
69,1410
69,1411
69,1412
69,1413
69,1414
69,1415
69,1416
69,1417
69,1418
69,1419
69,1420
69,1421
69,1422
69,1423
69,1424
69,1425
69,1426
69,1427
69,1428
69,1429
70,1430
70,1431
70,1432
70,1433
70,1434
70,1435
70,1436
70,1437
70,1438
70,1439
70,1440
70,1441
70,1442
70,1443
70,1444
70,1445
70,1446
70,1447
70,1448
70,1449
71,1450
71,1451
71,1452
71,1453
71,1454
71,1455
71,1456
71,1457
71,1458
71,1459
71,1460
71,1461
71,1462
71,1463
71,1464
71,1465
71,1466
71,1467
71,1468
71,1469
72,1470
72,1471
72,1472
72,1473
72,1474
72,1475
72,1476
72,1477
72,1478
72,1479
72,1480
72,1481
72,1482
72,1483
72,1484
72,1485
72,1486
72,1487
72,1488
72,1489
73,1490
73,1491
73,1492
73,1493
73,1494
73,1495
73,1496
73,1497
73,1498
73,1499
73,1500
73,1501
73,1502
73,1503
73,1504
73,1505
73,1506
73,1507
73,1508
73,1509
74,1510
74,1511
74,1512
74,1513
74,1514
74,1515
74,1516
74,1517
74,1518
74,1519
74,1520
74,1521
74,1522
74,1523
74,1524
74,1525
74,1526
74,1527
74,1528
74,1529
75,1530
75,1531
75,1532
75,1533
75,1534
75,1535
75,1536
75,1537
75,1538
75,1539
75,1540
75,1541
75,1542
75,1543
75,1544
75,1545
75,1546
75,1547
75,1548
75,1549
76,1550
76,1551
76,1552
76,1553
76,1554
76,1555
76,1556
76,1557
76,1558
76,1559
76,1560
76,1561
76,1562
76,1563
76,1564
76,1565
76,1566
76,1567
76,1568
76,1569
77,1570
77,1571
77,1572
77,1573
77,1574
77,1575
77,1576
77,1577
77,1578
77,1579
77,1580
77,1581
77,1582
77,1583
77,1584
77,1585
77,1586
77,1587
77,1588
77,1589
78,1590
78,1591
78,1592
78,1593
78,1594
78,1595
78,1596
78,1597
78,1598
78,1599
78,1600
78,1601
78,1602
78,1603
78,1604
78,1605
78,1606
78,1607
78,1608
78,1609
79,1610
79,1611
79,1612
79,1613
79,1614
79,1615
79,1616
79,1617
79,1618
79,1619
79,1620
79,1621
79,1622
79,1623
79,1624
79,1625
79,1626
79,1627
79,1628
79,1629
80,1630
80,1631
80,1632
80,1633
80,1634
80,1635
80,1636
80,1637
80,1638
80,1639
80,1640
80,1641
80,1642
80,1643
80,1644
80,1645
80,1646
80,1647
81,1648
81,1649
81,1650
81,1651
81,1652
81,1653
81,1654
81,1655
81,1656
81,1657
81,1658
81,1659
81,1660
81,1661
81,1662
81,1663
81,1664
81,1665
81,1666
81,1667
81,1668
82,1669
82,1670
82,1671
82,1672
82,1673
82,1674
82,1675
82,1676
82,1677
82,1678
82,1679
82,1680
82,1681
82,1682
82,1683
82,1684
82,1685
82,1686
82,1687
82,1688
82,1689
83,1690
83,1691
83,1692
83,1693
83,1694
83,1695
83,1696
83,1697
83,1698
83,1699
83,1700
83,1701
83,1702
83,1703
83,1704
83,1705
83,1706
83,1707
83,1708
83,1709
84,1710
84,1711
84,1712
84,1713
84,1714
84,1715
84,1716
84,1717
84,1718
84,1719
84,1720
84,1721
84,1722
84,1723
84,1724
84,1725
84,1726
84,1727
84,1728
84,1729
85,1730
85,1731
85,1732
85,1733
85,1734
85,1735
85,1736
85,1737
85,1738
85,1739
85,1740
85,1741
85,1742
85,1743
85,1744
85,1745
85,1746
85,1747
85,1748
85,1749
86,1750
86,1751
86,1752
86,1753
86,1754
86,1755
86,1756
86,1757
86,1758
86,1759
86,1760
86,1761
86,1762
86,1763
86,1764
86,1765
86,1766
86,1767
86,1768
86,1769
87,1770
87,1771
87,1772
87,1773
87,1774
87,1775
87,1776
87,1777
87,1778
87,1779
87,1780
87,1781
87,1782
87,1783
87,1784
87,1785
87,1786
87,1787
87,1788
87,1789
88,1790
88,1791
88,1792
88,1793
88,1794
88,1795
88,1796
88,1797
88,1798
88,1799
88,1800
88,1801
88,1802
88,1803
88,1804
88,1805
88,1806
88,1807
88,1808
89,1809
89,1810
89,1811
89,1812
89,1813
89,1814
89,1815
89,1816
89,1817
89,1818
89,1819
89,1820
89,1821
89,1822
89,1823
89,1824
89,1825
89,1826
89,1827
89,1828
89,1829
90,1830
90,1831
90,1832
90,1833
90,1834
90,1835
90,1836
90,1837
90,1838
90,1839
90,1840
90,1841
90,1842
90,1843
90,1844
90,1845
90,1846
90,1847
90,1848
91,1849
91,1850
91,1851
91,1852
91,1853
91,1854
91,1855
91,1856
91,1857
91,1858
91,1859
91,1860
91,1861
91,1862
91,1863
91,1864
91,1865
91,1866
91,1867
91,1868
91,1869
92,1870
92,1871
92,1872
92,1873
92,1874
92,1875
92,1876
92,1877
92,1878
92,1879
92,1880
92,1881
92,1882
92,1883
92,1884
92,1885
92,1886
92,1887
92,1888
93,1889
93,1890
93,1891
93,1892
93,1893
93,1894
93,1895
93,1896
93,1897
93,1898
93,1899
93,1900
93,1901
93,1902
93,1903
93,1904
93,1905
93,1906
93,1907
93,1908
93,1909
94,1910
94,1911
94,1912
94,1913
94,1914
94,1915
94,1916
94,1917
94,1918
94,1919
94,1920
94,1921
94,1922
94,1923
94,1924
94,1925
94,1926
94,1927
94,1928
94,1929
95,1930
95,1931
95,1932
95,1933
95,1934
95,1935
95,1936
95,1937
95,1938
95,1939
95,1940
95,1941
95,1942
95,1943
95,1944
95,1945
95,1946
95,1947
95,1948
95,1949
96,1950
96,1951
96,1952
96,1953
96,1954
96,1955
96,1956
96,1957
96,1958
96,1959
96,1960
96,1961
96,1962
96,1963
96,1964
96,1965
96,1966
96,1967
96,1968
96,1969
97,1970
97,1971
97,1972
97,1973
97,1974
97,1975
97,1976
97,1977
97,1978
97,1979
97,1980
97,1981
97,1982
97,1983
97,1984
97,1985
97,1986
97,1987
97,1988
97,1989
98,1990
98,1991
98,1992
98,1993
98,1994
98,1995
98,1996
98,1997
98,1998
98,1999
98,2000
