secs,pods
75,1541
75,1542
75,1543
75,1544
75,1545
75,1546
75,1547
75,1548
75,1549
76,1550
76,1551
76,1552
76,1553
76,1554
76,1555
76,1556
76,1557
76,1558
76,1559
76,1560
76,1561
76,1562
76,1563
76,1564
76,1565
76,1566
76,1567
76,1568
76,1569
77,1570
77,1571
77,1572
77,1573
77,1574
77,1575
77,1576
77,1577
77,1578
77,1579
77,1580
77,1581
77,1582
77,1583
77,1584
77,1585
77,1586
77,1587
77,1588
77,1589
78,1590
78,1591
78,1592
78,1593
78,1594
78,1595
78,1596
78,1597
78,1598
78,1599
78,1600
78,1601
78,1602
78,1603
78,1604
78,1605
78,1606
78,1607
78,1608
78,1609
79,1610
79,1611
79,1612
79,1613
79,1614
79,1615
79,1616
79,1617
79,1618
79,1619
79,1620
79,1621
79,1622
79,1623
79,1624
79,1625
79,1626
79,1627
80,1628
80,1629
80,1630
80,1631
80,1632
80,1633
80,1634
80,1635
80,1636
80,1637
80,1638
80,1639
80,1640
80,1641
80,1642
80,1643
80,1644
80,1645
80,1646
80,1647
80,1648
80,1649
81,1650
81,1651
81,1652
81,1653
81,1654
81,1655
81,1656
81,1657
81,1658
81,1659
81,1660
81,1661
81,1662
81,1663
81,1664
81,1665
81,1666
81,1667
81,1668
81,1669
82,1670
82,1671
82,1672
82,1673
82,1674
82,1675
82,1676
82,1677
82,1678
82,1679
82,1680
82,1681
82,1682
82,1683
82,1684
82,1685
82,1686
82,1687
82,1688
82,1689
83,1690
83,1691
83,1692
83,1693
83,1694
83,1695
83,1696
83,1697
83,1698
83,1699
83,1700
83,1701
83,1702
83,1703
83,1704
83,1705
83,1706
83,1707
83,1708
83,1709
84,1710
84,1711
84,1712
84,1713
84,1714
84,1715
84,1716
84,1717
84,1718
84,1719
84,1720
84,1721
84,1722
84,1723
84,1724
84,1725
84,1726
84,1727
84,1728
84,1729
85,1730
85,1731
85,1732
85,1733
85,1734
85,1735
85,1736
85,1737
85,1738
85,1739
85,1740
85,1741
85,1742
85,1743
85,1744
85,1745
85,1746
85,1747
85,1748
85,1749
86,1750
86,1751
86,1752
86,1753
86,1754
86,1755
86,1756
86,1757
86,1758
86,1759
86,1760
86,1761
86,1762
86,1763
86,1764
86,1765
86,1766
86,1767
86,1768
86,1769
87,1770
87,1771
87,1772
87,1773
87,1774
87,1775
87,1776
87,1777
87,1778
87,1779
87,1780
87,1781
87,1782
87,1783
87,1784
87,1785
87,1786
87,1787
87,1788
87,1789
88,1790
88,1791
88,1792
88,1793
88,1794
88,1795
88,1796
88,1797
88,1798
88,1799
88,1800
88,1801
88,1802
88,1803
88,1804
88,1805
88,1806
88,1807
89,1808
89,1809
89,1810
89,1811
89,1812
89,1813
89,1814
89,1815
89,1816
89,1817
89,1818
89,1819
89,1820
89,1821
89,1822
89,1823
89,1824
89,1825
89,1826
89,1827
89,1828
90,1829
90,1830
90,1831
90,1832
90,1833
90,1834
90,1835
90,1836
90,1837
90,1838
90,1839
90,1840
90,1841
90,1842
90,1843
90,1844
90,1845
90,1846
90,1847
90,1848
90,1849
91,1850
91,1851
91,1852
91,1853
91,1854
91,1855
91,1856
91,1857
91,1858
91,1859
91,1860
91,1861
91,1862
91,1863
91,1864
91,1865
91,1866
91,1867
91,1868
92,1869
92,1870
92,1871
92,1872
92,1873
92,1874
92,1875
92,1876
92,1877
92,1878
92,1879
92,1880
92,1881
92,1882
92,1883
92,1884
92,1885
92,1886
92,1887
92,1888
92,1889
93,1890
93,1891
93,1892
93,1893
93,1894
93,1895
93,1896
93,1897
93,1898
93,1899
93,1900
93,1901
93,1902
93,1903
93,1904
93,1905
93,1906
93,1907
93,1908
93,1909
94,1910
94,1911
94,1912
94,1913
94,1914
94,1915
94,1916
94,1917
94,1918
94,1919
94,1920
94,1921
94,1922
94,1923
94,1924
94,1925
94,1926
94,1927
94,1928
94,1929
95,1930
95,1931
95,1932
95,1933
95,1934
95,1935
95,1936
95,1937
95,1938
95,1939
95,1940
95,1941
95,1942
95,1943
95,1944
95,1945
95,1946
95,1947
95,1948
96,1949
96,1950
96,1951
96,1952
96,1953
96,1954
96,1955
96,1956
96,1957
96,1958
96,1959
96,1960
96,1961
96,1962
96,1963
96,1964
96,1965
96,1966
96,1967
96,1968
96,1969
97,1970
97,1971
97,1972
97,1973
97,1974
97,1975
97,1976
97,1977
97,1978
97,1979
97,1980
97,1981
97,1982
97,1983
97,1984
97,1985
97,1986
97,1987
97,1988
97,1989
98,1990
98,1991
98,1992
98,1993
98,1994
98,1995
98,1996
98,1997
98,1998
98,1999
98,2000
