time,job-without-dra,job-with-dra,job-with-resource-profiles
2025-04-25 10:07:40,50.98508577620369,61.92524973828391,75.05642201291585
2025-04-25 10:07:50,42.04508273477879,64.90491688950101,73.27512544949228
2025-04-25 10:08:00,45.12490964625408,62.84152920124061,79.09705219336722
2025-04-25 10:08:10,43.51632784585958,65.00877547192691,80.69974216196502
2025-04-25 10:08:20,48.12433637382073,63.46321628587204,78.32428015515323
2025-04-25 10:08:30,46.84307560179459,64.05336856118541,76.49343186081326
2025-04-25 10:08:40,44.277708899832994,64.45265292231926,81.76893904540285
2025-04-25 10:08:50,46.32256206971741,66.98934731852144,79.62720146611774
2025-04-25 10:09:00,48.021915869468,62.146949766463955,77.0161073259186
2025-04-25 10:09:10,42.26190742865572,64.48975988999146,78.24364649860067
2025-04-25 10:09:20,43.64085414777513,63.85026465463681,78.71922221494923
2025-04-25 10:09:30,46.227618058141054,66.02868808844433,80.71196366999605
2025-04-25 10:09:40,44.86180829610304,63.79290845965954,75.48082565394871
2025-04-25 10:09:50,45.93539809802856,63.27365351768791,73.42876982864037
2025-04-25 10:10:00,47.52589780458321,64.22245722809987,76.27107620200425
2025-04-25 10:10:10,45.175948752924484,60.48692331401756,81.4560536530058
2025-04-25 10:10:20,44.1394183430316,61.78107424609124,75.48054942157775
2025-04-25 10:10:30,47.199570198165574,64.50241073314898,82.7101045037803
2025-04-25 10:10:40,48.70416084332974,63.64516347047332,80.41463588464043
2025-04-25 10:10:50,44.148122633039534,66.39898858001042,76.23176408118353
2025-04-25 10:11:00,44.958937349289975,68.38952161375018,79.38850842611917
2025-04-25 10:11:10,44.27653939469025,60.08521251736243,78.54847524613581
2025-04-25 10:11:20,50.099600032410166,61.59156385130716,78.4512047584279
2025-04-25 10:11:30,47.777670708572096,64.35690409075212,73.4196891959526
2025-04-25 10:11:40,47.23385172509611,64.31777966339047,77.34731168411702
2025-04-25 10:11:50,47.7549537061699,62.60035494735832,79.77550372863257
2025-04-25 10:12:00,46.61224111822405,63.23666573614058,76.98934652442841
2025-04-25 10:12:10,45.07336585659934,65.25293638937285,78.76764497065334
2025-04-25 10:12:20,47.30878814164724,62.15876367831132,78.72908175154319
2025-04-25 10:12:30,44.683281397283594,64.5461865054284,82.82977633068818
2025-04-25 10:12:40,46.7014929174917,63.47670903917555,77.85766153907744
2025-04-25 10:12:50,46.22227672640905,65.53076203416013,79.714082239583
2025-04-25 10:13:00,45.76219959317227,63.46430606894906,79.65861655319898
2025-04-25 10:13:10,48.85298842198169,64.4719832677835,77.60839497499863
2025-04-25 10:13:20,46.516015196438424,65.86867394606152,76.1766780306987
2025-04-25 10:13:30,46.74683814054671,65.98271263790275,79.53535873377118
2025-04-25 10:13:40,43.59856896535388,62.05595989810917,75.40244963866422
2025-04-25 10:13:50,43.119446616260916,63.58831598652255,75.63265122364051
2025-04-25 10:14:00,44.06040860232927,61.047883035200115,75.8070229696894
2025-04-25 10:14:10,44.48850280443662,65.57325783806021,80.30333572996487
2025-04-25 10:14:20,44.34118888693614,69.85016560916924,79.73650759411167
2025-04-25 10:14:30,44.80589316912577,63.76419483905841,80.2709717474885
2025-04-25 10:14:40,45.38143614658615,63.58252397612307,78.77097141093383
2025-04-25 10:14:50,44.51928530439455,68.41545421246157,78.13597268672495
2025-04-25 10:15:00,48.86282551202392,64.84351528488966,82.20284090414378
2025-04-25 10:15:10,44.77867306731544,64.50129625042513,77.18377502031431
2025-04-25 10:15:20,45.85860667809817,64.3043144909774,73.69185181441483
2025-04-25 10:15:30,48.26881414919349,63.52219931412198,76.6355415206043
2025-04-25 10:15:40,43.92725113906763,65.05446713729262,79.22897346665408
2025-04-25 10:15:50,46.45874192834163,65.64694479354877,76.80678153183577
2025-04-25 10:16:00,47.64105490741209,60.95412145536503,78.83853102035401
2025-04-25 10:16:10,46.42706605741189,64.83664261447561,82.25763894664615
2025-04-25 10:16:20,48.70242632032814,63.32264955840892,77.25786901678745
2025-04-25 10:16:30,45.33455526459834,63.5108090727829,80.7019292417362
2025-04-25 10:16:40,49.92769966801506,63.150036144882876,80.22785440087776
2025-04-25 10:16:50,49.31947654559041,60.84141906037202,74.99468079105074
2025-04-25 10:17:00,48.670586108010085,62.48008224857275,76.51420190241271
2025-04-25 10:17:10,49.447460471627714,66.35633366225979,82.53011598859608
2025-04-25 10:17:20,44.672311733628845,62.11270844451247,76.37930633288136
2025-04-25 10:17:30,49.90439207473813,67.51955673668137,78.97781000528508
2025-04-25 10:17:40,46.834138982037615,66.31051652136159,76.54779496927371
2025-04-25 10:17:50,45.78883393030584,62.15728495465754,76.03150973682368
2025-04-25 10:18:00,48.351461823190114,62.54317238987335,77.56422318393504
2025-04-25 10:18:10,46.669364118342756,63.892633113149586,77.55153646625128
2025-04-25 10:18:20,46.776941723120196,62.562121769024614,80.48545294423802
2025-04-25 10:18:30,47.2316246301906,64.43440052679104,81.61402322945075
2025-04-25 10:18:40,47.62658063278254,61.2620555568389,78.23474121735042
2025-04-25 10:18:50,44.832231413816004,65.6661002674228,77.6065191132253
2025-04-25 10:19:00,44.885019000827434,62.70739901427079,77.41600847282221
2025-04-25 10:19:10,45.805569243513624,64.61428556326456,76.27578227153222
2025-04-25 10:19:20,43.30187273470995,63.60877134658719,73.41987319064924
2025-04-25 10:19:30,48.3570245319298,62.09261836119681,77.91123158209575
2025-04-25 10:19:40,48.68449641393856,63.27932021744308,79.75413803049935
2025-04-25 10:19:50,47.556444741363386,63.838429348304274,76.00600332315011
2025-04-25 10:20:00,43.11559639909177,64.32345713732238,76.55676607638088
2025-04-25 10:20:10,46.655592727355064,64.93116833737426,79.30598946553103
2025-04-25 10:20:20,43.62681376806323,63.05970896894266,72.13716876152382
2025-04-25 10:20:30,44.785207853573866,64.28353738890374,78.93026771324057
2025-04-25 10:20:40,44.20357887067447,66.40386156597204,78.4656002240002
2025-04-25 10:20:50,45.925832655783886,65.92856399710412,77.31289832665001
2025-04-25 10:21:00,47.6161312324471,65.92416042808141,75.75689302828954
2025-04-25 10:21:10,44.078458814758406,65.27336321992811,79.29824691015875
2025-04-25 10:21:20,43.338357082857996,65.86918619780457,83.06263022624226
2025-04-25 10:21:30,47.06854159323411,68.19104848714878,76.267081336925
2025-04-25 10:21:40,44.37272503043271,64.06609235215127,77.59307444883575
2025-04-25 10:21:50,43.34734743216294,60.93161815343155,79.06831036334034
2025-04-25 10:22:00,46.485954621396594,65.82364869211216,80.59343357738517
2025-04-25 10:22:10,44.825983292581526,62.600156056823735,79.51577357980857
2025-04-25 10:22:20,43.28567928049635,60.631360576054476,79.22914042232703
2025-04-25 10:22:30,47.15264122665538,62.845131724751845,73.43819585781252
2025-04-25 10:22:40,44.16892461481104,62.80695870594557,73.8395824078222
2025-04-25 10:22:50,46.64805588369379,64.74246981641946,75.79667568589817
2025-04-25 10:23:00,45.84150771660187,64.71199004498831,76.09848894919702
2025-04-25 10:23:10,47.144740950880234,64.38171334777711,79.09017680214315
2025-04-25 10:23:20,45.879598230033444,66.17843685811012,79.95616059709
2025-04-25 10:23:30,50.45823425428729,62.78514731593607,82.28737514569535
2025-04-25 10:23:40,48.37087393900172,67.57133240799503,80.81500721250619
2025-04-25 10:23:50,46.75855735948857,61.82715716089794,76.27888976173597
2025-04-25 10:24:00,46.73423537540208,65.53479229212554,76.48916453922999
2025-04-25 10:24:10,45.754059057798656,62.94021087192779,81.18559043054397
2025-04-25 10:24:20,50.73375273193488,63.492636317527676,74.88312441787114
2025-04-25 10:24:30,48.2140928097282,65.60897695064088,76.83882006051135
2025-04-25 10:24:40,47.130703364804845,61.45702999552298,77.73438458000894
2025-04-25 10:24:50,45.32551224249275,67.04348295026023,76.12971727708279
2025-04-25 10:25:00,43.9709074025317,63.63209781223524,75.61460399785989
2025-04-25 10:25:10,45.08528901647664,65.69778496869216,77.23248729067362
2025-04-25 10:25:20,48.1577763446637,64.95985446837551,75.86504911021241
2025-04-25 10:25:30,46.50304517655911,67.1119856293694,77.2471500410313
2025-04-25 10:25:40,43.493222686674834,65.40221860669087,78.00990387763737
2025-04-25 10:25:50,46.400446192866774,62.40262632405807,77.94529589214483
2025-04-25 10:26:00,45.034600816827385,66.79197170625801,80.03614089866583
2025-04-25 10:26:10,47.85855917672645,63.92922823237769,0.0
2025-04-25 10:26:20,45.88657904065365,63.07476654181971,0.0
2025-04-25 10:26:30,46.557234178765725,63.688317242121045,0.0
2025-04-25 10:26:40,50.189987673936606,61.22330033900377,0.0
2025-04-25 10:26:50,45.725627210986694,63.16670267839343,0.0
2025-04-25 10:27:00,46.93732563954815,60.30883569097547,0.0
2025-04-25 10:27:10,47.51547865414465,66.64232739523312,0.0
2025-04-25 10:27:20,45.66193621614542,60.28612187234862,0.0
2025-04-25 10:27:30,46.081344545040196,62.14687455579472,0.0
2025-04-25 10:27:40,45.905809923767116,63.800441168167026,0.0
2025-04-25 10:27:50,45.25544026641159,64.35408097134612,0.0
2025-04-25 10:28:00,47.75416162825669,61.621837254723786,0.0
2025-04-25 10:28:10,43.35201189313515,63.88386675557795,0.0
2025-04-25 10:28:20,47.821396723863565,64.5258801451022,0.0
2025-04-25 10:28:30,45.497948577345525,63.28400824669851,0.0
2025-04-25 10:28:40,44.137055802884454,67.08126226429746,0.0
2025-04-25 10:28:50,44.527425095236296,64.68021022834567,0.0
2025-04-25 10:29:00,45.80860703995349,62.67479829450775,0.0
2025-04-25 10:29:10,47.75084890107625,63.120920404251436,0.0
2025-04-25 10:29:20,42.64430999795644,62.341675828912656,0.0
2025-04-25 10:29:30,47.16726971367799,63.29196518775897,0.0
2025-04-25 10:29:40,47.29316013969729,63.80584372157291,0.0
2025-04-25 10:29:50,47.46169914982951,63.11171995467099,0.0
2025-04-25 10:30:00,46.559241894930274,65.18611487202395,0.0
2025-04-25 10:30:10,45.42088424497246,59.440235394619855,0.0
2025-04-25 10:30:20,47.6122737901407,63.13305607743661,0.0
2025-04-25 10:30:30,46.758600464482896,61.57195741990616,0.0
2025-04-25 10:30:40,44.740153152168475,62.832392157334496,0.0
2025-04-25 10:30:50,48.563029427426,62.00989617496907,0.0
2025-04-25 10:31:00,47.301970924951654,66.04623881892842,0.0
2025-04-25 10:31:10,49.16709812632497,60.61600959370825,0.0
2025-04-25 10:31:20,47.585121123028,62.570508691252506,0.0
2025-04-25 10:31:30,44.040588100459004,64.93586804707033,0.0
2025-04-25 10:31:40,49.02612812662468,66.29743677306061,0.0
2025-04-25 10:31:50,46.379423183186,66.02269938407377,0.0
2025-04-25 10:32:00,47.072009524378394,64.85494954885192,0.0
2025-04-25 10:32:10,47.837221633519974,63.471294003117706,0.0
2025-04-25 10:32:20,45.75827618657418,65.18789038234377,0.0
2025-04-25 10:32:30,50.11444813093529,61.99743956857899,0.0
2025-04-25 10:32:40,47.12589357891712,66.9337332860174,0.0
2025-04-25 10:32:50,45.608576408579616,62.82300702448014,0.0
2025-04-25 10:33:00,45.69549342672954,63.27571570150357,0.0
2025-04-25 10:33:10,45.03346880892705,63.585259107065475,0.0
2025-04-25 10:33:20,43.66229337977954,62.42078548316481,0.0
2025-04-25 10:33:30,43.339671945360784,64.92327387987667,0.0
2025-04-25 10:33:40,41.66848230136074,61.63798155212877,0.0
2025-04-25 10:33:50,47.357925358113434,60.71636034071965,0.0
2025-04-25 10:34:00,43.47953965568942,62.58406538320625,0.0
2025-04-25 10:34:10,47.49346360564347,0.0,0.0
2025-04-25 10:34:20,50.57129399563304,0.0,0.0
2025-04-25 10:34:30,46.49559773362322,0.0,0.0
2025-04-25 10:34:40,46.08241072569753,0.0,0.0
2025-04-25 10:34:50,41.25608690533275,0.0,0.0
2025-04-25 10:35:00,43.21369210720063,0.0,0.0
2025-04-25 10:35:10,50.79539068726262,0.0,0.0
2025-04-25 10:35:20,45.14091599017127,0.0,0.0
2025-04-25 10:35:30,44.62807285735532,0.0,0.0
2025-04-25 10:35:40,45.92957406229673,0.0,0.0
2025-04-25 10:35:50,46.58949552599627,0.0,0.0
2025-04-25 10:36:00,47.08170528522043,0.0,0.0
2025-04-25 10:36:10,47.55183729371626,0.0,0.0
2025-04-25 10:36:20,42.590173161559406,0.0,0.0
2025-04-25 10:36:30,49.95848659115669,0.0,0.0
2025-04-25 10:36:40,49.2566610205159,0.0,0.0
2025-04-25 10:36:50,43.45003516709525,0.0,0.0
2025-04-25 10:37:00,44.269504691633486,0.0,0.0
2025-04-25 10:37:10,45.59957944962126,0.0,0.0
2025-04-25 10:37:20,42.90402881641586,0.0,0.0
2025-04-25 10:37:30,44.05545065283033,0.0,0.0
2025-04-25 10:37:40,47.874900196395494,0.0,0.0
2025-04-25 10:37:50,45.79049359530671,0.0,0.0
2025-04-25 10:38:00,48.934134046170286,0.0,0.0
2025-04-25 10:38:10,47.18459602066971,0.0,0.0
2025-04-25 10:38:20,43.66327500821214,0.0,0.0
2025-04-25 10:38:30,42.217041344479526,0.0,0.0
2025-04-25 10:38:40,48.04419278126958,0.0,0.0
2025-04-25 10:38:50,47.894220404531964,0.0,0.0
2025-04-25 10:39:00,45.454259541082905,0.0,0.0
2025-04-25 10:39:10,43.030643947759216,0.0,0.0
2025-04-25 10:39:20,44.24551206571989,0.0,0.0
2025-04-25 10:39:30,45.03389937546916,0.0,0.0
2025-04-25 10:39:40,44.205266435978196,0.0,0.0
2025-04-25 10:39:50,43.23298976503406,0.0,0.0
2025-04-25 10:40:00,44.449070530079815,0.0,0.0
